no_exercise,diabetes,obesity,few_fruit_veg,smoker,high_blood_pres,poverty,population_size,chsi_state_name,all_death
24.3,5.6,26.3,83.2,25.5,28.9,7.4,52563,Wisconsin,941.8
19.4,8.7,23.3,83.4,19.7,24.2,7.5,159482,Wisconsin,766.7
22.6,7.5,25.6,75.7,19.7,27.5,7.8,75234,Wisconsin,699.7
15.0,4.1,16.4,71.7,15.5,17.6,14.4,30890,Wyoming,840.2
23.7,6.5,21.0,80.6,21.1,31.1,13.2,11333,Wyoming,886.0
24.2,4.2,23.9,82.0,26.5,19.1,7.9,37405,Wyoming,956.6
24.6,6.2,25.2,80.6,25.6,31.6,12.2,15331,Wyoming,947.5
21.4,6.3,21.7,80.4,25.5,25.0,10.5,12766,Wyoming,894.4
25.1,5.4,21.9,82.6,24.3,22.5,8.5,6182,Wyoming,762.6
21.3,6.9,21.4,76.6,21.6,23.0,12.9,36491,Wyoming,1002.0
25.1,7.4,24.0,77.5,21.0,29.7,14.6,12243,Wyoming,770.5
24.4,7.3,28.8,74.4,19.9,30.9,11.6,4537,Wyoming,850.2
20.5,6.0,18.5,76.3,15.8,19.8,9.6,7721,Wyoming,787.2
20.8,6.1,20.2,78.7,24.9,21.4,9.9,85163,Wyoming,864.9
18.9,4.4,21.2,72.7,16.1,23.7,9.5,15999,Wyoming,796.2
22.5,6.4,20.5,80.7,27.8,23.1,12.1,69799,Wyoming,909.0
25.1,4.8,21.6,75.4,22.3,26.6,14.1,2286,Wyoming,919.1
20.3,5.3,18.2,78.8,17.8,22.8,11.7,26664,Wyoming,762.8
22.8,6.3,22.3,82.2,20.8,30.1,11.5,8619,Wyoming,916.3
20.2,6.9,19.4,77.5,22.6,26.2,11.5,27389,Wyoming,872.4
22.6,5.0,20.7,81.9,15.2,24.3,7.7,6926,Wyoming,883.9
21.9,5.3,23.6,80.7,27.4,22.7,8.6,37975,Wyoming,914.8
9.6,2.4,9.0,68.8,13.7,18.9,5.6,19032,Wyoming,717.6
23.4,4.8,22.7,83.1,21.6,22.5,10.6,19939,Wyoming,887.3
23.2,9.4,21.1,78.1,19.7,27.8,11.1,7933,Wyoming,867.5
31.3,5.7,24.2,75.4,24.4,26.7,9.9,6671,Wyoming,816.9
